Date,compound,neg,neu,pos,Close
27-Aug-13,-0.8934,0.144,0.765,0.091,156.92
28-Aug-13,-0.9682,0.146,0.827,0.027,152.16
29-Aug-13,-0.9337,0.177,0.718,0.104,158.13
30-Aug-13,-0.8834,0.12,0.835,0.045,159.77
2-Sep-13,-0.5023,0.091,0.843,0.066,156.2
3-Sep-13,-0.7351,0.086,0.848,0.066,157
4-Sep-13,-0.5574,0.148,0.721,0.131,157.98
5-Sep-13,0.6908,0.07,0.808,0.122,162.98
6-Sep-13,-0.9735,0.206,0.729,0.065,158.15
9-Sep-13,0.34,0.154,0.661,0.185,156.87
10-Sep-13,0.5994,0.079,0.798,0.123,155.38
11-Sep-13,-0.0516,0.105,0.791,0.104,153.52
12-Sep-13,-0.9382,0.16,0.746,0.094,154.94
13-Sep-13,0.9517,0,0.863,0.137,152.08
16-Sep-13,-0.9826,0.221,0.683,0.097,159.68
17-Sep-13,-0.8176,0.127,0.793,0.08,158.66
18-Sep-13,-0.9931,0.312,0.654,0.034,165.61
19-Sep-13,-0.9913,0.289,0.651,0.06,173.89
20-Sep-13,-0.9325,0.173,0.723,0.104,170.64
23-Sep-13,-0.9538,0.203,0.725,0.072,170.68
24-Sep-13,-0.9371,0.187,0.696,0.117,165.71
25-Sep-13,-0.936,0.147,0.838,0.015,167.56
26-Sep-13,-0.9812,0.258,0.658,0.084,165.44
27-Sep-13,-0.982,0.277,0.676,0.047,160.48
30-Sep-13,-0.8934,0.169,0.711,0.12,152.46
1-Oct-13,-0.9712,0.216,0.676,0.107,151.76
2-Oct-13,-0.9904,0.254,0.712,0.034,150.08
3-Oct-13,-0.9666,0.183,0.769,0.048,147.16
4-Oct-13,-0.941,0.198,0.745,0.056,145.75
7-Oct-13,-0.9506,0.215,0.724,0.061,142.78
8-Oct-13,-0.7783,0.119,0.817,0.064,147.57
9-Oct-13,0.2732,0.092,0.795,0.113,149.85
10-Oct-13,-0.9803,0.186,0.759,0.055,147.85
11-Oct-13,-0.9643,0.309,0.579,0.112,147.93
14-Oct-13,-0.9217,0.144,0.791,0.065,146.24
21-Oct-13,-0.9769,0.189,0.759,0.051,148.16
22-Oct-13,-0.9921,0.337,0.663,0,152.96
23-Oct-13,-0.9231,0.153,0.794,0.053,149.86
24-Oct-13,-0.9001,0.136,0.808,0.056,149.26
25-Oct-13,-0.961,0.207,0.713,0.081,149.95
28-Oct-13,-0.7351,0.105,0.824,0.071,148.08
29-Oct-13,-0.8779,0.166,0.738,0.096,147.32
30-Oct-13,-0.987,0.232,0.689,0.079,147.06
31-Oct-13,-0.8676,0.16,0.733,0.107,147.83
1-Nov-13,-0.9702,0.186,0.736,0.078,145.32
4-Nov-13,-0.9381,0.195,0.678,0.127,142.79
5-Nov-13,-0.986,0.26,0.631,0.108,146.54
6-Nov-13,-0.9631,0.215,0.654,0.131,149.41
7-Nov-13,-0.8885,0.161,0.756,0.083,149.22
8-Nov-13,-0.9674,0.151,0.809,0.04,150.78
11-Nov-13,-0.8519,0.164,0.716,0.121,157.5
12-Nov-13,-0.9732,0.233,0.657,0.109,159.66
13-Nov-13,-0.5719,0.093,0.833,0.074,159.17
18-Nov-13,-0.9781,0.309,0.613,0.078,161.58
19-Nov-13,-0.984,0.263,0.684,0.053,160.4
20-Nov-13,-0.9783,0.299,0.615,0.086,159.16
21-Nov-13,-0.9854,0.301,0.67,0.029,159.12
22-Nov-13,-0.9567,0.213,0.672,0.114,161.3
25-Nov-13,-0.9274,0.165,0.792,0.043,158.88
26-Nov-13,-0.9413,0.18,0.779,0.041,160.11
27-Nov-13,-0.9201,0.202,0.692,0.106,158.84
28-Nov-13,0.5859,0.058,0.817,0.125,159.8
29-Nov-13,-0.9118,0.185,0.723,0.092,161.04
2-Dec-13,-0.9682,0.174,0.826,0,162.51
3-Dec-13,-0.9485,0.186,0.79,0.024,162.7
4-Dec-13,-0.9274,0.216,0.661,0.123,162.31
5-Dec-13,-0.986,0.238,0.711,0.051,162.99
6-Dec-13,-0.5538,0.141,0.758,0.1,162.79
9-Dec-13,-0.8934,0.121,0.836,0.043,162.11
10-Dec-13,-0.8918,0.14,0.81,0.049,161.12
11-Dec-13,-0.9616,0.277,0.62,0.103,161.28
12-Dec-13,-0.9352,0.198,0.716,0.087,162.04
13-Dec-13,-0.9468,0.21,0.668,0.122,162.2
16-Dec-13,-0.9758,0.192,0.808,0,162.4
17-Dec-13,-0.8622,0.153,0.739,0.107,161.54
18-Dec-13,-0.9732,0.199,0.801,0,162.18
19-Dec-13,-0.9747,0.24,0.738,0.022,164.31
20-Dec-13,-0.9544,0.171,0.743,0.086,165.78
23-Dec-13,-0.8807,0.126,0.812,0.061,163.96
24-Dec-13,-0.98,0.214,0.744,0.042,162.84
26-Dec-13,-0.9843,0.262,0.691,0.047,162.5
27-Dec-13,-0.8807,0.142,0.776,0.082,161.72
30-Dec-13,-0.9648,0.217,0.758,0.026,161.21
31-Dec-13,-0.9552,0.147,0.824,0.029,166.63
1-Jan-14,-0.9211,0.22,0.686,0.094,164.45
2-Jan-14,-0.3182,0.149,0.695,0.156,165.11
3-Jan-14,-0.1027,0.081,0.841,0.078,163.79
6-Jan-14,-0.9686,0.188,0.764,0.048,162.87
7-Jan-14,-0.8955,0.185,0.713,0.102,163.17
8-Jan-14,-0.8839,0.149,0.762,0.089,167.13
9-Jan-14,-0.7096,0.114,0.811,0.075,173.44
10-Jan-14,-0.9729,0.189,0.756,0.056,181.57
13-Jan-14,-0.1779,0.113,0.782,0.105,180.09
15-Jan-14,-0.886,0.171,0.737,0.092,181.1
16-Jan-14,-0.9468,0.175,0.802,0.022,179.22
17-Jan-14,-0.7783,0.103,0.836,0.061,178
20-Jan-14,-0.9468,0.2,0.744,0.056,178.32
21-Jan-14,-0.9937,0.303,0.677,0.021,175.97
22-Jan-14,-0.9875,0.274,0.655,0.07,174.3
23-Jan-14,-0.9216,0.181,0.721,0.098,174.66
24-Jan-14,-0.9783,0.265,0.682,0.053,173.12
27-Jan-14,0.34,0.125,0.729,0.146,169.98
28-Jan-14,-0.9652,0.25,0.676,0.074,168.82
29-Jan-14,-0.5943,0.176,0.661,0.163,166.63
30-Jan-14,-0.9753,0.257,0.675,0.068,165.79
31-Jan-14,-0.9881,0.347,0.592,0.061,165.36
3-Feb-14,-0.6486,0.159,0.72,0.121,166.76
4-Feb-14,-0.9538,0.183,0.759,0.059,164.45
6-Feb-14,-0.128,0.073,0.849,0.078,166.78
7-Feb-14,-0.7094,0.142,0.745,0.114,165.01
10-Feb-14,-0.886,0.171,0.794,0.035,162.82
11-Feb-14,-0.9792,0.249,0.729,0.022,164.36
12-Feb-14,-0.9802,0.241,0.706,0.053,164.12
13-Feb-14,-0.8519,0.164,0.737,0.1,162.75
14-Feb-14,-0.891,0.114,0.866,0.02,163.01
17-Feb-14,-0.982,0.235,0.729,0.036,159.79
18-Feb-14,-0.9796,0.256,0.643,0.1,159.84
19-Feb-14,-0.9349,0.148,0.812,0.04,161.46
20-Feb-14,-0.994,0.31,0.69,0,160.88
21-Feb-14,0.4201,0.079,0.831,0.09,160.45
24-Feb-14,-0.8834,0.13,0.774,0.096,160.83
25-Feb-14,-0.926,0.149,0.79,0.061,158.69
26-Feb-14,-0.9623,0.208,0.741,0.051,156.75
27-Feb-14,-0.8867,0.123,0.808,0.069,160.78
28-Feb-14,-0.9719,0.247,0.661,0.093,162.3
3-Mar-14,-0.9865,0.249,0.693,0.058,166.98
4-Mar-14,-0.8656,0.155,0.745,0.1,170.88
5-Mar-14,-0.9771,0.239,0.717,0.044,172.45
6-Mar-14,-0.9694,0.191,0.794,0.015,180.12
7-Mar-14,-0.9806,0.189,0.752,0.059,184.18
10-Mar-14,-0.9101,0.164,0.75,0.086,186.59
11-Mar-14,-0.975,0.173,0.768,0.059,183.91
12-Mar-14,-0.9712,0.208,0.692,0.1,183.75
13-Mar-14,-0.0258,0.089,0.823,0.088,182.95
14-Mar-14,-0.9442,0.253,0.623,0.125,181.56
17-Mar-14,-0.9758,0.225,0.724,0.051,182.81
18-Mar-14,-0.9274,0.164,0.739,0.097,178.3
19-Mar-14,0.7759,0.109,0.742,0.148,178.73
20-Mar-14,-0.9867,0.193,0.798,0.009,179.92
21-Mar-14,-0.34,0.094,0.817,0.088,164.01
24-Mar-14,0.3182,0.133,0.712,0.155,160.17
25-Mar-14,-0.9741,0.188,0.795,0.017,162.22
26-Mar-14,-0.8463,0.116,0.799,0.085,168.1
27-Mar-14,-0.8937,0.147,0.754,0.099,170.96
28-Mar-14,-0.9818,0.248,0.665,0.087,170.15
31-Mar-14,-0.94,0.158,0.737,0.105,174.31
1-Apr-14,-0.9538,0.156,0.789,0.055,175.55
2-Apr-14,0.5978,0.108,0.749,0.143,177.25
3-Apr-14,-0.9643,0.188,0.737,0.075,178
4-Apr-14,0.9391,0.102,0.722,0.176,176.7
7-Apr-14,-0.9849,0.22,0.699,0.082,177.18
8-Apr-14,-0.9623,0.176,0.722,0.102,178.44
9-Apr-14,-0.7023,0.151,0.756,0.093,178.12
10-Apr-14,-0.9726,0.203,0.709,0.088,182.25
11-Apr-14,-0.9042,0.198,0.692,0.11,181.09
14-Apr-14,-0.8834,0.141,0.771,0.089,180.9
15-Apr-14,-0.9842,0.185,0.768,0.047,189.28
16-Apr-14,-0.9922,0.234,0.728,0.038,191.96
17-Apr-14,-0.9287,0.133,0.81,0.057,192.11
18-Apr-14,-0.9866,0.218,0.733,0.049,187.27
21-Apr-14,-0.9375,0.097,0.862,0.041,182.94
22-Apr-14,-0.9876,0.242,0.697,0.062,189.14
23-Apr-14,-0.7351,0.126,0.78,0.093,184.14
24-Apr-14,-0.946,0.161,0.769,0.07,184.94
25-Apr-14,-0.7269,0.149,0.726,0.125,188.88
28-Apr-14,-0.9042,0.152,0.731,0.117,186.17
29-Apr-14,-0.886,0.168,0.721,0.111,184.85
30-Apr-14,-0.9296,0.121,0.822,0.057,184.72
2-May-14,0.8271,0.092,0.774,0.134,185.21
5-May-14,-0.9771,0.218,0.73,0.052,184.13
6-May-14,-0.8256,0.094,0.856,0.051,180.35
7-May-14,-0.9313,0.135,0.798,0.067,180.61
8-May-14,-0.9874,0.226,0.683,0.091,186.79
9-May-14,-0.91,0.116,0.837,0.047,181.98
12-May-14,-0.9581,0.149,0.78,0.071,180.96
13-May-14,-0.9779,0.14,0.849,0.011,180.65
14-May-14,-0.9716,0.176,0.751,0.073,180.16
15-May-14,-0.7964,0.12,0.801,0.08,183.53
16-May-14,-0.9817,0.191,0.746,0.063,183.95
19-May-14,0.7217,0.1,0.776,0.123,186.04
20-May-14,-0.8625,0.138,0.761,0.101,184.14
21-May-14,-0.8126,0.151,0.738,0.112,182.54
22-May-14,-0.4404,0.047,0.932,0.021,184.75
23-May-14,-0.9403,0.164,0.76,0.077,182.67
26-May-14,-0.8555,0.109,0.796,0.095,185.99
27-May-14,-0.9831,0.217,0.704,0.079,184.62
28-May-14,-0.7968,0.133,0.772,0.095,184.2
29-May-14,-0.9954,0.295,0.681,0.024,188.33
30-May-14,-0.9605,0.18,0.762,0.057,193.23
2-Jun-14,-0.8834,0.178,0.716,0.106,192.36
3-Jun-14,-0.9924,0.283,0.657,0.06,189.71
4-Jun-14,-0.8957,0.162,0.709,0.129,188.63
5-Jun-14,-0.6927,0.133,0.752,0.115,189.78
6-Jun-14,-0.9723,0.21,0.69,0.1,188.9
9-Jun-14,-0.9888,0.259,0.68,0.061,189.93
10-Jun-14,-0.9866,0.236,0.674,0.091,185.67
11-Jun-14,-0.9805,0.195,0.705,0.1,185.97
12-Jun-14,-0.9666,0.145,0.834,0.021,185.87
13-Jun-14,-0.8555,0.155,0.737,0.108,187.63
16-Jun-14,-0.8984,0.153,0.755,0.092,187.13
17-Jun-14,-0.9349,0.142,0.774,0.084,183.55
18-Jun-14,-0.9569,0.158,0.725,0.116,182.06
19-Jun-14,-0.9938,0.201,0.74,0.059,178.61
20-Jun-14,-0.6808,0.127,0.758,0.116,178.7
23-Jun-14,-0.9711,0.152,0.823,0.025,180.34
24-Jun-14,-0.9783,0.188,0.73,0.082,184.79
25-Jun-14,-0.9657,0.172,0.725,0.104,182.69
26-Jun-14,-0.9895,0.207,0.698,0.095,184.98
27-Jun-14,-0.9493,0.132,0.794,0.073,188.55
30-Jun-14,-0.959,0.18,0.725,0.096,193.79
1-Jul-14,-0.9652,0.133,0.82,0.048,194.07
2-Jul-14,-0.9953,0.181,0.789,0.03,194.01
3-Jul-14,-0.9818,0.145,0.809,0.046,192.62
4-Jul-14,-0.9029,0.141,0.743,0.116,191.94
7-Jul-14,-0.9825,0.159,0.76,0.082,191.04
8-Jul-14,-0.9979,0.206,0.762,0.033,189.41
9-Jul-14,-0.978,0.149,0.776,0.075,190.69
10-Jul-14,-0.9955,0.223,0.72,0.057,188.07
11-Jul-14,-0.9607,0.125,0.797,0.079,187.68
14-Jul-14,-0.9763,0.147,0.805,0.048,189.61
15-Jul-14,-0.9921,0.153,0.826,0.021,189.61
16-Jul-14,-0.9943,0.188,0.729,0.083,188.22
17-Jul-14,-0.9858,0.147,0.792,0.061,191.88
18-Jul-14,-0.9943,0.172,0.77,0.058,189.89
21-Jul-14,-0.9918,0.169,0.766,0.065,190.08
22-Jul-14,-0.9946,0.167,0.803,0.03,189.72
23-Jul-14,-0.9904,0.159,0.8,0.04,188.98
24-Jul-14,-0.9898,0.168,0.778,0.054,188.3
28-Jul-14,-0.9842,0.19,0.739,0.071,188.02
4-Aug-14,-0.9952,0.182,0.763,0.055,187.17
5-Aug-14,-0.1852,0.102,0.806,0.092,189.9
6-Aug-14,-0.9865,0.139,0.791,0.07,190.31
7-Aug-14,-0.9573,0.121,0.798,0.081,190.42
8-Aug-14,-0.9929,0.162,0.793,0.045,188.67
11-Aug-14,-0.9974,0.22,0.73,0.05,182.18
12-Aug-14,-0.988,0.14,0.79,0.069,183.2
13-Aug-14,-0.2598,0.088,0.832,0.08,185.02
15-Aug-14,-0.9667,0.16,0.758,0.083,189.85
18-Aug-14,-0.9872,0.157,0.794,0.049,187.65
19-Aug-14,-0.9742,0.147,0.771,0.083,185.63
20-Aug-14,-0.6322,0.08,0.848,0.072,185.98
21-Aug-14,-0.9703,0.164,0.733,0.103,186.87
22-Aug-14,-0.9941,0.199,0.743,0.058,186.02
25-Aug-14,-0.994,0.196,0.745,0.059,185.05
26-Aug-14,-0.9753,0.145,0.779,0.076,185.01
27-Aug-14,0.4939,0.122,0.743,0.135,183.97
28-Aug-14,-0.9737,0.121,0.816,0.063,185.04
29-Aug-14,-0.4005,0.105,0.791,0.103,189.56
1-Sep-14,-0.982,0.172,0.763,0.065,188.99
2-Sep-14,-0.9771,0.175,0.765,0.06,190.78
3-Sep-14,-0.7269,0.121,0.779,0.1,189.31
4-Sep-14,-0.9686,0.125,0.805,0.069,188.18
5-Sep-14,-0.5106,0.124,0.762,0.115,186.77
8-Sep-14,-0.9903,0.195,0.729,0.076,187.24
9-Sep-14,-0.9902,0.189,0.719,0.093,190.51
10-Sep-14,0.3895,0.066,0.857,0.077,188.07
11-Sep-14,-0.981,0.159,0.801,0.04,197.47
12-Sep-14,-0.9899,0.187,0.744,0.069,194.9
15-Sep-14,-0.9892,0.179,0.766,0.055,204.62
16-Sep-14,-0.9801,0.162,0.771,0.066,211.41
17-Sep-14,-0.9865,0.167,0.765,0.068,213.9
18-Sep-14,-0.8591,0.091,0.842,0.067,210.85
19-Sep-14,-0.9618,0.142,0.78,0.078,208.82
22-Sep-14,-0.9956,0.227,0.704,0.069,208.35
23-Sep-14,-0.9879,0.222,0.72,0.057,207.82
24-Sep-14,-0.965,0.142,0.783,0.076,211.8
25-Sep-14,-0.9938,0.219,0.743,0.038,207.59
26-Sep-14,-0.8519,0.128,0.758,0.114,201.46
29-Sep-14,-0.9349,0.13,0.781,0.089,200.1
30-Sep-14,-0.9101,0.115,0.813,0.072,209.18
1-Oct-14,-0.9877,0.186,0.712,0.102,209.82
2-Oct-14,-0.9954,0.188,0.759,0.053,209.54
3-Oct-14,-0.9942,0.223,0.716,0.062,206.08
9-Oct-14,-0.9829,0.182,0.736,0.082,200.84
10-Oct-14,-0.9741,0.144,0.814,0.041,203.8
13-Oct-14,0.8918,0.054,0.85,0.095,213.68
14-Oct-14,-0.9378,0.089,0.866,0.045,212.94
15-Oct-14,-0.9272,0.134,0.767,0.099,212.52
16-Oct-14,-0.9866,0.19,0.745,0.066,208.44
17-Oct-14,-0.9885,0.155,0.772,0.074,207.06
20-Oct-14,-0.9325,0.108,0.832,0.06,206.39
21-Oct-14,-0.9935,0.199,0.766,0.035,206.94
22-Oct-14,-0.8555,0.114,0.795,0.091,208.3
23-Oct-14,-0.9796,0.147,0.782,0.071,214.11
24-Oct-14,-0.7351,0.12,0.796,0.085,211.57
27-Oct-14,-0.5574,0.12,0.775,0.105,216.51
28-Oct-14,-0.9655,0.125,0.79,0.086,215.36
29-Oct-14,-0.9912,0.196,0.732,0.072,213.39
30-Oct-14,-0.9873,0.179,0.738,0.084,214.6
31-Oct-14,-0.9423,0.135,0.784,0.081,214.53
5-Nov-14,-0.9812,0.182,0.74,0.078,216.15
6-Nov-14,-0.9841,0.16,0.767,0.073,217.07
7-Nov-14,-0.9904,0.166,0.777,0.057,214.49
10-Nov-14,-0.9681,0.109,0.834,0.057,213.59
11-Nov-14,-0.9933,0.184,0.766,0.05,214.74
12-Nov-14,-0.9681,0.149,0.761,0.09,215.15
13-Nov-14,-0.9723,0.111,0.834,0.055,213.11
14-Nov-14,-0.9906,0.196,0.744,0.061,211.85
17-Nov-14,-0.9802,0.182,0.717,0.101,214.48
18-Nov-14,-0.995,0.212,0.752,0.036,213.21
19-Nov-14,-0.9927,0.193,0.75,0.057,211.76
20-Nov-14,-0.9893,0.16,0.788,0.052,207
21-Nov-14,-0.7761,0.097,0.81,0.093,209.49
24-Nov-14,-0.9842,0.161,0.794,0.045,209.65
25-Nov-14,-0.993,0.169,0.79,0.041,208.7
26-Nov-14,-0.9841,0.145,0.815,0.04,208.58
27-Nov-14,-0.9679,0.184,0.734,0.082,207.44
28-Nov-14,-0.9922,0.181,0.776,0.043,204.75
1-Dec-14,-0.8999,0.108,0.817,0.075,201.56
2-Dec-14,-0.8979,0.113,0.814,0.073,201.43
3-Dec-14,-0.9854,0.156,0.804,0.041,201.15
4-Dec-14,-0.985,0.169,0.766,0.065,204.39
5-Dec-14,-0.9971,0.251,0.709,0.04,205.98
8-Dec-14,-0.8478,0.134,0.761,0.105,209.6
9-Dec-14,-0.2815,0.125,0.75,0.125,208.91
10-Dec-14,-0.9913,0.22,0.72,0.06,208.03
11-Dec-14,-0.3382,0.09,0.824,0.085,208
12-Dec-14,0.7506,0.078,0.808,0.114,207.38
15-Dec-14,-0.913,0.132,0.78,0.088,208.03
16-Dec-14,-0.99,0.176,0.791,0.033,207.63
17-Dec-14,-0.9851,0.187,0.74,0.073,207.99
18-Dec-14,-0.9972,0.257,0.697,0.045,211.01
19-Dec-14,-0.9985,0.297,0.651,0.052,215.13
22-Dec-14,-0.9853,0.182,0.751,0.067,222.42
23-Dec-14,0.1719,0.099,0.797,0.104,224.84
24-Dec-14,-0.9945,0.205,0.71,0.085,221.72
26-Dec-14,-0.9946,0.219,0.723,0.058,218.56
29-Dec-14,-0.9946,0.224,0.733,0.043,216.65
30-Dec-14,-0.9873,0.134,0.838,0.029,217.64
31-Dec-14,-0.9937,0.232,0.667,0.102,216.26
1-Jan-15,-0.9793,0.153,0.788,0.059,216.03
2-Jan-15,-0.9938,0.247,0.669,0.084,218.8
5-Jan-15,-0.9853,0.235,0.707,0.058,220.02
6-Jan-15,-0.9906,0.173,0.774,0.053,218.46
7-Jan-15,-0.9806,0.135,0.807,0.058,219.57
8-Jan-15,-0.9361,0.165,0.708,0.126,215.99
9-Jan-15,-0.9927,0.169,0.795,0.036,217.54
12-Jan-15,-0.9924,0.198,0.75,0.053,217.82
13-Jan-15,-0.9877,0.155,0.8,0.045,217.1
14-Jan-15,-0.7574,0.142,0.736,0.122,217.96
15-Jan-15,-0.9942,0.194,0.766,0.04,218.01
16-Jan-15,-0.4694,0.142,0.718,0.139,215.7
19-Jan-15,-0.995,0.197,0.764,0.039,215.71
20-Jan-15,-0.9968,0.225,0.755,0.019,213.69
21-Jan-15,-0.9954,0.183,0.77,0.046,213.88
22-Jan-15,-0.9886,0.136,0.793,0.071,212.82
23-Jan-15,-0.9699,0.128,0.809,0.062,212.36
26-Jan-15,-0.993,0.191,0.707,0.101,215.42
27-Jan-15,-0.9715,0.146,0.774,0.08,211.36
28-Jan-15,-0.9896,0.173,0.756,0.072,206.43
29-Jan-15,-0.8187,0.116,0.79,0.094,207.95
30-Jan-15,-0.9923,0.18,0.769,0.051,210.47
2-Feb-15,-0.9716,0.134,0.789,0.078,211.53
3-Feb-15,-0.995,0.205,0.72,0.075,212.76
4-Feb-15,-0.9956,0.189,0.76,0.05,212.91
6-Feb-15,0.6705,0.088,0.797,0.115,210.42
9-Feb-15,-0.9907,0.185,0.773,0.042,208.09
10-Feb-15,-0.9907,0.149,0.807,0.043,204.36
11-Feb-15,-0.9813,0.133,0.807,0.06,203.71
12-Feb-15,0.2283,0.097,0.802,0.102,197.91
13-Feb-15,-0.9823,0.141,0.797,0.063,201.84
16-Feb-15,-0.9826,0.154,0.768,0.078,202.48
17-Feb-15,-0.9898,0.174,0.739,0.087,202.48
18-Feb-15,-0.9939,0.182,0.767,0.051,204.41
19-Feb-15,-0.6369,0.129,0.74,0.131,205.49
20-Feb-15,-0.9512,0.123,0.798,0.079,205.05
23-Feb-15,-0.9734,0.133,0.785,0.082,203.99
24-Feb-15,-0.9862,0.15,0.781,0.069,204.44
25-Feb-15,-0.9654,0.135,0.778,0.087,203.68
26-Feb-15,-0.9956,0.195,0.737,0.067,203.23
27-Feb-15,-0.9857,0.141,0.784,0.075,203.71
2-Mar-15,-0.9945,0.188,0.765,0.048,202.85
3-Mar-15,-0.9966,0.227,0.721,0.051,200.91
4-Mar-15,-0.9928,0.169,0.791,0.04,200.2
5-Mar-15,-0.9514,0.091,0.858,0.051,202.61
6-Mar-15,-0.9799,0.167,0.758,0.076,201.89
9-Mar-15,-0.9415,0.129,0.764,0.106,200.26
10-Mar-15,-0.921,0.135,0.76,0.106,198.9
11-Mar-15,-0.9794,0.146,0.773,0.081,197.69
12-Mar-15,-0.995,0.178,0.755,0.067,196.01
13-Mar-15,-0.9967,0.218,0.706,0.076,199.97
16-Mar-15,-0.9938,0.185,0.756,0.058,189.55
17-Mar-15,-0.9853,0.143,0.789,0.068,185.25
18-Mar-15,-0.9956,0.194,0.754,0.052,187.64
19-Mar-15,-0.9895,0.189,0.725,0.086,188.28
20-Mar-15,-0.9716,0.129,0.786,0.085,190.16
24-Mar-15,-0.6229,0.11,0.787,0.102,187.5
25-Mar-15,-0.9926,0.161,0.791,0.049,185.94
26-Mar-15,-0.9878,0.156,0.79,0.054,179.94
27-Mar-15,-0.9722,0.155,0.757,0.088,176.29
30-Mar-15,-0.9552,0.139,0.779,0.081,169.4
31-Mar-15,-0.991,0.202,0.74,0.058,177.87
1-Apr-15,-0.505,0.097,0.818,0.086,184.96
2-Apr-15,-0.991,0.16,0.794,0.046,187.66
3-Apr-15,-0.99,0.148,0.794,0.058,185.62
6-Apr-15,-0.974,0.158,0.764,0.078,181.32
7-Apr-15,-0.9904,0.159,0.774,0.067,175.41
8-Apr-15,-0.9918,0.191,0.745,0.064,174.11
9-Apr-15,-0.2746,0.087,0.832,0.081,181.68
10-Apr-15,0.4822,0.095,0.785,0.12,184.35
13-Apr-15,-0.9956,0.203,0.735,0.062,179.13
14-Apr-15,-0.9886,0.176,0.744,0.081,181.35
15-Apr-15,-0.9916,0.174,0.747,0.079,181.67
16-Apr-15,-0.9903,0.173,0.732,0.095,188.51
17-Apr-15,-0.9233,0.116,0.806,0.078,185.19
20-Apr-15,-0.9828,0.137,0.813,0.05,185.02
21-Apr-15,-0.936,0.125,0.779,0.095,184.9
22-Apr-15,-0.9839,0.17,0.73,0.1,194.14
23-Apr-15,-0.9906,0.178,0.78,0.042,195.34
24-Apr-15,-0.9911,0.172,0.765,0.063,195.97
27-Apr-15,-0.9939,0.206,0.721,0.073,200.1
28-Apr-15,-0.9775,0.158,0.747,0.095,195.76
29-Apr-15,0.2582,0.097,0.812,0.092,196.89
30-Apr-15,-0.9952,0.171,0.785,0.044,200.6
4-May-15,-0.9884,0.155,0.802,0.043,203.01
5-May-15,-0.9204,0.144,0.739,0.116,199.29
6-May-15,-0.9821,0.14,0.794,0.065,199.03
7-May-15,-0.9711,0.111,0.839,0.05,200.02
8-May-15,-0.9927,0.183,0.776,0.041,200.23
11-May-15,-0.9766,0.131,0.814,0.054,199.98
12-May-15,-0.7059,0.12,0.765,0.115,203.48
13-May-15,-0.9941,0.196,0.727,0.077,201.25
14-May-15,-0.9749,0.147,0.755,0.097,195.92
15-May-15,-0.9554,0.128,0.779,0.094,197.23
18-May-15,-0.9731,0.155,0.764,0.081,195.98
19-May-15,-0.9875,0.175,0.75,0.075,196.96
20-May-15,-0.9926,0.186,0.743,0.071,197.32
21-May-15,-0.9801,0.137,0.789,0.074,196.94
22-May-15,-0.8265,0.107,0.809,0.084,196.12
25-May-15,-0.9319,0.106,0.823,0.071,193.93
26-May-15,-0.9911,0.179,0.753,0.068,193.06
27-May-15,-0.9443,0.134,0.769,0.098,195.89
28-May-15,-0.8992,0.098,0.827,0.075,194.11
29-May-15,-0.9563,0.138,0.768,0.094,203.28
1-Jun-15,-0.9948,0.197,0.712,0.091,212.91
2-Jun-15,-0.9867,0.128,0.842,0.03,209.95
3-Jun-15,-0.9129,0.101,0.824,0.075,209.42
4-Jun-15,-0.8574,0.098,0.827,0.075,209.98
5-Jun-15,-0.9889,0.181,0.719,0.099,209.1
8-Jun-15,-0.9712,0.126,0.819,0.055,199.96
9-Jun-15,-0.9775,0.144,0.781,0.075,204.8
10-Jun-15,-0.9109,0.133,0.764,0.103,203.3
11-Jun-15,-0.9972,0.221,0.713,0.067,205.57
12-Jun-15,-0.9909,0.214,0.714,0.072,203.76
15-Jun-15,0.4276,0.08,0.826,0.094,203.15
16-Jun-15,-0.9485,0.119,0.811,0.07,202.23
17-Jun-15,-0.9628,0.123,0.839,0.038,201.92
18-Jun-15,-0.9869,0.149,0.807,0.045,204.39
19-Jun-15,-0.9767,0.159,0.747,0.094,205.07
22-Jun-15,-0.9721,0.135,0.801,0.064,206.99
23-Jun-15,-0.9873,0.158,0.77,0.071,205.62
24-Jun-15,-0.9939,0.164,0.791,0.045,207.01
25-Jun-15,-0.9852,0.139,0.791,0.069,207
26-Jun-15,-0.9825,0.138,0.821,0.042,207
29-Jun-15,-0.9941,0.181,0.745,0.074,209.54
30-Jun-15,-0.9793,0.125,0.828,0.047,215.15
1-Jul-15,-0.9964,0.209,0.758,0.033,214.58
2-Jul-15,-0.9885,0.183,0.733,0.084,211.04
3-Jul-15,-0.9828,0.126,0.815,0.059,213.35
6-Jul-15,-0.9968,0.19,0.779,0.031,212.97
7-Jul-15,-0.9802,0.138,0.774,0.088,212.91
8-Jul-15,-0.8545,0.122,0.771,0.107,213.37
9-Jul-15,-0.9601,0.132,0.784,0.084,213.74
10-Jul-15,-0.9706,0.096,0.851,0.053,214.06
13-Jul-15,-0.7716,0.088,0.831,0.081,215.04
14-Jul-15,-0.9927,0.198,0.715,0.087,218.43
15-Jul-15,-0.9692,0.127,0.818,0.055,223.26
16-Jul-15,0.3987,0.1,0.79,0.11,232.24
22-Jul-15,-0.9616,0.156,0.738,0.106,231.41
23-Jul-15,-0.9417,0.118,0.799,0.083,228.66
24-Jul-15,-0.8268,0.102,0.813,0.085,227.92
27-Jul-15,-0.9826,0.13,0.803,0.067,224.08
